O.S;Frota;Modelo;Descrição da O.S
165500672;100803;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500673;100804;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500680;100808;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500681;100811;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500682;100814;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500684;100816;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500704;163513;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500819;163170;Volkswagen 8-120 Worker;"CCT - QUEBROU A MOLA MESTRE LADO DIREITO TRASEIRO - BORDINI, FAZER MANUTENÇÃO NA  PARTE DE ILUMINAÇÃO NO MUCK E NA CARROCERIA, EXAMINAR FOLGA NA DIREÇÃO.
"
165500829;74912;Quebra Lombo Carderoli;"Fabricação de pino.
"
165500842;74074;Conj. Hirrigação Setorial;"FRENTE - 3 - SETOR- VINHAÇA - MOTIVO - ESTÁ DISPARADO, NÃO CONSEGUE REGULAR - CÓDIGO - 90012 - FAZENDA PIRAJÁ - ZONA - 29 - REFERÊNCIA - TANQUE DA EB4
"
165500845;74074;Conj. Hirrigação Setorial;"FRENTE-3 - SETOR VINHAÇA - MOTIVO - SEM ALARME SONORO NO GIROFLEX - REDUTOR COM DE ÓLEO - CÓDIGO-90012 - FAZENDA-PIRAJA - REFERÊNCIA - TANQUE DA EB4
"
165500863;102275;Area de Vivencia Malagutt;"peças
"
165501557;72634;Volvo FMX 540 6X4 CAV;"Revisão
"
165501560;96956;Volvo FMX 540 6X4 CAV;"Revisão
"
165501561;96465;Volkswagen 15-180 Worker;"Manutenção Tacografo
"
165501564;102781;John Deere 8270R 4X4;"Concerto
"
165501360;98372;MB Axor3131 8x4 Trans.CCT;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de ar condicionado. Condensadora fazendo barulho, necessario desmontar e realizar limpeza.  (CASO O PROBLEMA PERSISTIR, COMUNICAR O INSPETOR PARA PEDIDO DE UMA CONDENSADORA)
"
165501361;98372;MB Axor3131 8x4 Trans.CCT;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de admissão, Suporte da carcaça do filtro de ar danificada, necessita soldar.
"
165501362;98372;MB Axor3131 8x4 Trans.CCT;"A_SS_S_MEC_1,00_1,00 - Inspeção realizada no sistema do kit multspuma. Corrigir multspuma, não esta funcionando, necessario desmontar e se caso precisar de alguma peça comunicar o gestor ou o inspetor para fazer o pedido da mesma.
"
165501477;93173;John Deere 7230 J 4x4;"REPARO EM REDUCAO FINAL
"
165501478;102773;John Deere 8270R 4X4;"REPARO MOTOR DIESEL, EIXO E ASSENTO
"
165501149;176203;Cat 120 Lever Motonivelad;"TROCAR LAMINA 
"
165501155;96366;M.Benz Atego 2730K 6x4;"OFICINA CAMINHÕES - MOTIVO_SEM TELA DO CANHÃO/ CANHÃO NÃO FUNCIONA/ BOIA DO TANQUE DE COMBUSTIVEL/ VAZAMENTO ENCANAMENTO LADO DIREITO DO ROLO/ MEIA LUZ QUEIMADA LADO ESQUERDO VAZAMENTO NA BOMBA/ SUMINDO AGUA RESERVATORIO FURADO/ SEM BICO DE PATO LADO DIREITO/ SEM VALVAULA DE IRRIGAÇÃO/ VAZAMENTO NO CANHÃO.
"
165501393;101505;John Deere CH670 2L Colhe;"Número da Amostra: 2500339410 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 796 Caixa de Bombas
Avaliação: Encontrado alta concentração de Ferro, leve índice de PQI e impurezas visíveis a olho nu. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do compartimento e do óleo.
"
165501401;101497;John Deere CH670 2L Colhe;"Número da Amostra: 2500339074 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação: Encontrada moderada concentração de Ferro, Alumínio e Silício. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  Na próxima parada programada do equipamento, verificar as condições dos filtros de ar, assentamento da tampa, aperto das abraçadeiras, nível de óleo no cárter e possível presença de partículas de desgaste no filtro de óleo. Enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do compartimento e do óleo.
"
119883924;101513;John Deere CH670 2L Colhe;"Número da Amostra: 2500112192 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 796 Caixa de Bombas
Avaliação: Encontrado moderada concentração de Ferro, amostra turva e visual escuro.
Ações de inspeção: Durante a próxima parada programada do equipamento, verificar o nível de óleo e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo. Enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do óleo.
"
165501470;96343;M.Benz Atego 1719;"Reserva oxi corte
"
165501825;71879;John Deere 6110J;"A_SS_P_MEC_1,00_1- inspeção realizada no sistema da barra de tração. trocar 4 parafusos de fixação suporte da barra da tração. 8151469_4.
"
165501505;169010;M.B Axor 3131 8x4 Vinhaça;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165501513;107306;Moto Bomba Om 352;"TROCA DE BATERIA 
"
165501533;96954;Volvo FMX 540 6X4 CAV;"Fixa - Cabo elétrico ficou em cima do tanque hidráulico, vindo a entrar em curto e furar o tanque hidráulico.
"
165501559;96615;Volkswagen 26-220 6x4;"OFICINA DE CAMINHÕES - TROCAR TANQUE DE HERBICIDA, MARCADOR TEMPERATURA OCILANDO, MAÇANETA LADO PASSAGEIRO INTERNA QUEBRADA. TROCAR SUPORTE DO RETROVISOR LD 
"
165501597;139520;John Deere CH570 1L Colhe;"CCT BARRA -TROCA DO TANQUE HIDRAULICO.
"
165501701;102779;John Deere 8270R 4X4;"Serviço em terceiro - Reprogramação comand center
"
165501765;100819;Case Puma 230 4x4;"COMPRA PEÇA LIMPADOR PARABRISA
"
165501780;107312;Moto Bomba Om 447 - A;"PEÇA PRA MOTOR E PORCA 
"
165501806;102904;Canarinho ChevroletBrasil;"FILTRO PARA PREVENTIVA
"
165501903;101505;John Deere CH670 2L Colhe;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de rodante. Trocar esteira rodante. (colocar um par de esteira girada)             3008924_2     
"
165502197;4465201;John Deere CH570 1L Colhe;"Fixa - Trocar kit muda para CCT.
"
165502010;101518;John Deere CH670 1LRevamp;"A_OT_P_MEC_3,00_2- Inspeção realizada no sistema rodante. Trocar roletes superiores e inferiores e roda motriz Lado Esquerdo. Roletes superior:8061002_2; Roletes inferiores:8060426_16; Motriz Lado Direito:3007163_1; Porca 3/4 6011540_64; Parafuso 3/4 6010495_64; Espaçador: 8058752_64.

"
165502021;100820;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1.
"
165502022;100765;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1.
"
165501698;72621;M.Benz Atego 2730K 6x4;"TROCA DE BATERIA E FAROL
"
165502042;74071;Car.Tan Ap Vinh 22,5m³ ;"FIXA - USINAGEM DE BUCHA 
"
165502023;100764;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1.
"
165502025;100781;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1 e bomba de alta, 8110701_1; 8178177_1; 8138739_2.
"
165502039;100819;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1.
"
165501708;98392;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2500123264 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação: Encontrada alta concentração de Ferro, Cromo, Alumínio, Silício e leve índice de PQI. O resultado indica contaminação externa e desgaste acentuado do motor. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado inspecionar todo sistema de admissão de ar como, filtros de ar danificados, assentamento da tampa e aperto das abraçadeiras, além de verificar o nível de óleo no cárter e possível presença de partículas de desgaste no filtro de óleo. Enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo. Verificar o motivo da adição de óleo no período.
"
165501710;101510;John Deere CH670 1LRevamp;"Número da Amostra: 2401106145 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação:  Encontrada alta concentração de Ferro. O resultado indica desgaste acentuado do motor.
Ações de inspeção:  É recomendado verificar o nível de óleo no cárter e abrir o filtro de óleo a fim de identificar possível presença de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado.
"
165501714;101529;John Deere CH670 2L Colhe;"Número da Amostra: 2400848558 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação:  Encontrado alta concentração de Ferro, Cromo e Silício. O resultado indica contaminação externa podendo gerar desgaste.
Ações de inspeção:  É recomendado verificar as condições dos filtros de ar, assentamento da tampa, aperto das abraçadeiras, nível de óleo no cárter, aumento de blow-by, perda de potência e possível presença de partículas de desgaste no filtro de óleo. Enviar nova amostra com metade do período programado.
"
165501715;4465161;John Deere CH570 1L Colhe;"Número da Amostra: 2401004782 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação:  Encontrada moderada concentração de Ferro. O resultado indica desgaste anormal do motor.
Ações de inspeção:  Na próxima parada programada do equipamento, verificar o nível de óleo no cárter e abrir o filtro de óleo a fim de identificar possível presença de partículas de desgaste. Enviar nova amostra no intervalo recomendado.
"
165501717;98400;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2401106144 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação: Encontrada concentração de Ferro, Alumínio e Silício.
Ações de inspeção:  Na próxima parada programada do equipamento, verificar as condições dos filtros de ar, assentamento da tampa, aperto das abraçadeiras, nível de óleo no cárter e possível presença de partículas de desgaste no filtro de óleo. Enviar nova amostra no intervalo recomendado.
"
165501719;98915;MB Axor 3131 6x4 Comboio;"Número da Amostra: 2500322078 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 772 Eixo diferencial traseiro
Avaliação: Encontrado moderada concentração de Ferro, Silício, Alumínio, Titânio e leve quantidade de partículas metálicas. Os resultados indicam contaminação externa e desgaste anormal do compartimento.
Ações de inspeção: Durante a próxima parada programada do equipamento, verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do compartimento e do óleo.
"
165501720;98422;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2500339082 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação:  Encontrada alta contaminação por Diesel com baixa Viscosidade do óleo. O resultado indica passagem de diesel para o cárter. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado verificar pontos de passagem de diesel para o sistema de lubrificação, alteração no volume de óleo no cárter, aumento do consumo de combustível e as regulagens do sistema de injeção. Trocar o óleo e enviar nova amostra com metade do período programado. Informar o período de trabalho do compartimento e do óleo.
"
165501722;98380;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2500339053 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação:  Encontrada alta contaminação por Diesel com baixa Viscosidade do óleo. O resultado indica passagem de diesel para o cárter.
Ações de inspeção:  É recomendado verificar pontos de passagem de diesel para o sistema de lubrificação, alteração no volume de óleo no cárter, aumento do consumo de combustível e as regulagens do sistema de injeção. Trocar o óleo e enviar nova amostra com metade do período programado. Informar o período de trabalho do compartimento e do óleo.
"
165501868;360478;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO

"
165501870;360478;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO

"
165501785;119930;Volkswagen 31.330 CRC 6x4;"OFICINA CAMINHÕES - MOTIVO_PAINEL NÃO FUNCIONA/ NÃO TRANSFERE DE CAIXA/ PERDENDO A FORÇA/ RODA TRASEIRA TRAVANDO PARA O LADO ESQUERDO.
"
165501800;100775;Case Puma 230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165501801;102247;John Deere 7M230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165501802;102248;John Deere 7M230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165501875;119930;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO
"
165501818;96376;M.Benz Atego 2730K 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165501871;119930;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165501807;96698;Volkswagen 31.330 CRC 6x4;"FIXA - TRAVANDO AS RODAS E LUZES DOS PAINES ACESSAS 
"
165502102;11802274;Case Puma 215 4x4 ;"A_OT_P_MEC_2,00_1- Inspeção realizada no sistema do capuz. trocar grade frontal. 8162699_9; 8138354_1; 8137622_3; 8137623_1; 8137624_1; 8137066_1; 8137625_1; 8144550_1; 8137626_1; 8137090_1; 8137627_1; 8137607_1; 8137628_1; 8110861_8; 8137610_1; 8137629_2; 8137608_1; 8137630_1; 8137609_1.

"
165501808;97728;M.Benz Atego 1719;"A_OT_P_1,00_01 - Inspeção realizada sistema de suspensão. Trocar braço do estabilizador traseiro L/D (quebrado). 01_8139564
"
165501878;119930;Volkswagen 31.330 CRC 6x4;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR
"
165501887;101528;John Deere CH670 2L Colhe;"CCT BARRA-TROCA DE BATERIA. CCT BARRA.
"
119883931;103062;Distrib.T.Filtro ATA1102 ;"OFICINA DE CAMINHÕES-REFORMAS.
"
165502193;19930;Grade Pesada;"COMPRA DE PARAFUSO
"
165502337;103235;Subsolador Arado (Stara);"REFORMA DE EQUIPAMENTO
"
165503447;102917;Reboque 2E Transp. Hidror;"FIXA - SOLDAR ESTRUTURA
"
165502130;131236;M.B Axor 3344 Plataforma;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE FREIO
"
165502131;11802274;Case Puma 215 4x4 ;"A_OT_P_MEC_0,50_1-Inspeção realizada no sistema elétrico. trocar a tampa da bateria.8127959_1; 8137363_1.

"
165502057;101529;John Deere CH670 2L Colhe;"Número da Amostra: 2500275994 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4255 Caixa de engrenagens
Avaliação: Encontrado concentração de Ferro, Alumínio, Silício, índice de PQI e partículas metálicas. Os resultados indicam contaminação externa podendo gerar desgaste prematuro.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo.
"
165502133;11802274;Case Puma 215 4x4 ;"A_OT_P_MEC_1,00_ Inspeção realizada no sistema de tração. trocar respiros do semi eixo L/E e L/D . 8138133_2.

"
165502059;360917;John Deere CH570 1L Colhe;"Número da Amostra: 2500275969 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4255 Caixa de engrenagens
Avaliação: Encontrado alta concentração de Ferro, Titânio, Alumínio, Silício e partículas metálicas. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo.
"
165502138;11802274;Case Puma 215 4x4 ;"A_OT_P_MEC_1,00_2- Inspeção realizada no sistema de arrefecimento . trocar reservatório de expansão. 8129956_1; 8123203_1

"
